,Integer,Float,String,Date
2489,5735,8985.52,cNLIFGeRpL,2023-10-20 18:03:50
2490,7815,3376.76,QOtNZpqWHD,2020-03-16 21:12:35
2491,4195,3496.18,fArzyUrXYc,2022-05-01 18:26:43
2492,6083,6590.85,XHEBWliqib,2020-07-23 07:35:44
2493,5714,5575.14,AyZmkiGfQT,2020-01-03 21:19:05
2494,4725,8235.85,odBpECyGrc,2023-06-27 15:28:41
2495,5210,5923.41,HKXoJMgnby,2021-06-03 10:10:02
2496,6089,6729.39,nOhwquImij,2020-09-05 05:41:55
2497,2337,7715.2,hNOcTBeUzZ,2020-07-27 09:40:07
2498,4390,1427.99,ZRsIAZgbjp,2021-09-02 05:07:39
2499,6292,2166.85,XxxbDRSleV,2023-01-06 04:43:14
2500,2809,1548.01,XoIeMLLJZR,2020-12-26 09:23:19
2501,6937,8541.3,LjjBOsVrOs,2022-01-07 16:05:22
2502,7906,4296.12,OMXyhOEmzP,2022-03-10 21:03:23
2503,4627,4799.27,SHgRgdaMBg,2022-05-14 02:22:18
2504,3320,4441.04,KMwcgbuNDr,2020-09-01 04:41:57
2505,6539,6937.7,nRYhneZvUR,2020-10-12 07:50:34
2506,4521,2897.85,VhvNwFoahu,2020-12-06 05:33:05
2507,4348,8796.86,SezlYRErsL,2023-01-14 21:36:59
2508,6117,6889.75,aoavAvEWyP,2023-05-10 10:51:40
2509,1415,2159.8,dDaNtnQYPq,2022-10-29 04:23:10
2510,3347,3975.03,fiLMbuSYFL,2022-03-14 11:16:27
2511,6632,527.9,cdVxpRmZSv,2023-11-30 18:38:03
2512,4991,6578.66,jVpnTWIKMS,2020-08-24 10:31:45
2513,2908,3392.26,lvyEcSiLdi,2022-01-28 12:57:22
2514,5342,1185.2,tlQkPbWlwb,2022-04-08 13:30:22
2515,1303,5543.41,zFMvtuunsD,2022-07-22 23:15:44
2516,4782,3028.4,AYmfXcsGgE,2020-12-06 14:59:21
2517,1418,5671.95,WaynMrUOPN,2020-05-07 12:50:31
2518,9481,6465.39,SGANutcIPi,2020-06-16 23:28:22
2519,7971,4965.85,fWtTocPbtI,2022-10-03 11:30:24
2520,3866,1211.83,LdyRBpTtzV,2023-08-04 17:00:30
2521,2104,4404.26,vdFaFhbslR,2021-02-16 20:54:12
2522,1504,9407.07,BogAqDnFYR,2021-12-12 00:25:23
2523,9649,7110.24,SGXMiwoBFU,2021-08-21 12:26:15
2524,8333,6298.19,tuzDBvpEXY,2022-09-09 03:30:01
2525,7870,7025.02,uqbinXDghM,2022-06-28 09:52:37
2526,4927,2702.37,ZzYRDhkJdY,2023-12-27 19:44:25
2527,8123,6989.27,PllEsDzPNy,2023-08-15 14:50:43
2528,1863,4333.43,WxyATKKVFM,2020-02-18 09:25:07
2529,1214,1443.17,FqjJokcWAX,2023-12-13 10:47:55
2530,6337,7379.21,cymgCaqDhW,2022-04-07 15:23:54
2531,2128,4922.32,DCKxbzIKKZ,2021-04-11 10:22:07
2532,3643,3260.25,onksYSgiQp,2022-02-12 19:04:00
2533,5183,961.65,bDLGLDENYc,2021-06-11 03:27:30
2534,6078,2761.0,PxmLhAnmvI,2022-02-01 17:06:08
2535,6805,6331.72,kRVZOVoJiU,2023-04-25 07:33:29
2536,4436,4722.46,IGtCcLfBrS,2020-02-28 19:08:56
2537,6827,2697.17,EzzYAUaZIQ,2020-12-28 00:54:18
2538,6887,4057.49,jIoXKMoRUD,2021-03-01 15:55:54
2539,4487,929.55,tokIfjStBF,2022-02-28 21:00:09
2540,4759,4177.35,TtjxMjcJxt,2023-08-18 21:00:00
2541,7942,6345.35,FBQaDnvKts,2023-10-17 10:23:46
2542,6528,3819.16,EqsTlFUPmx,2020-10-10 20:57:54
2543,5636,3317.81,sSHXjXFrmV,2022-01-23 11:42:18
2544,2846,4467.88,mTjBfkoqBw,2021-02-25 10:23:02
2545,5708,5320.79,LfmGiYpDYw,2021-02-04 17:12:15
2546,1418,3048.39,XrNVZNHkHQ,2022-07-09 05:30:10
2547,5495,2935.68,QXeIHamGiA,2022-09-02 21:22:52
2548,2863,3805.92,BcdLmViyiL,2023-08-26 17:28:07
2549,8186,2093.86,nJxvfqRntR,2021-04-08 04:18:50
2550,4406,6250.52,IyjiUyeRGL,2023-11-28 15:08:11
2551,5270,6715.58,ZvOHFCtUVK,2023-07-14 06:48:30
2552,5233,9048.73,agAQOFSSzu,2021-03-02 01:11:22
2553,5512,6844.82,ddRvzkDNHP,2022-11-14 02:18:48
2554,6644,4402.37,sPCLdzicka,2020-08-16 23:36:55
2555,2828,5215.07,qHMDhJmYPX,2022-01-02 21:40:37
2556,6337,5833.13,NoGOuNsBBw,2020-05-01 10:49:08
2557,6701,4001.45,AFnssSsMUE,2020-03-02 11:47:26
2558,8142,5462.57,RrGFWlTSgq,2022-06-15 11:01:30
2559,6399,7662.13,UBTIpXPaji,2020-01-09 17:38:22
2560,7366,7661.39,qFWEXIWRDT,2023-12-24 08:27:58
2561,5431,5651.78,fLRSPBCaoX,2020-12-21 13:30:03
2562,9256,5630.18,DtpDSKNJJr,2020-04-01 01:02:06
2563,5226,4400.72,krfNuyqpqG,2023-10-25 00:28:39
2564,7811,3962.85,RPsbUXdbZG,2023-10-01 20:08:06
2565,6629,5782.85,AVdfCWQHHx,2022-02-02 23:49:39
2566,4636,2130.75,uVVsqDftXb,2021-08-27 02:10:45
2567,2807,9705.03,omlXksQoeF,2022-01-20 17:33:53
2568,8729,4499.06,miQEBsddpX,2021-03-07 17:33:16
2569,4629,258.62,OAPbONHBgk,2020-08-04 14:49:14
2570,4729,1031.48,XBzwxznFVM,2023-11-22 09:01:49
2571,7295,5621.42,pUrhQTCjao,2022-03-02 20:55:12
2572,3102,7231.24,NLqxmGrrNH,2022-10-04 02:31:49
2573,4353,5810.95,PyDscDcybx,2022-05-07 05:30:49
2574,7347,6682.78,wHjRhhRNqx,2022-08-24 11:50:44
2575,7638,2690.46,xdaOlZncjD,2022-03-28 07:20:37
2576,797,4903.75,NolterUStw,2023-06-20 11:38:07
2577,3852,8986.69,ersaoAKjna,2020-11-02 04:30:37
2578,5951,7227.92,zJMfEiaKxL,2022-05-16 13:52:09
2579,9204,7977.27,PdrlWvjHWa,2022-02-24 01:53:01
2580,7390,6285.02,MpaaoMPwSd,2021-12-20 02:44:00
2581,8594,3005.46,afnbNgZXrF,2023-07-22 15:56:29
2582,6364,1233.06,YeGyvuxtoT,2020-12-11 13:37:30
2583,4970,3786.26,iMeqnosJyU,2020-06-02 09:52:16
2584,6477,3510.08,cPDsiRqkZF,2020-10-15 05:57:23
2585,5359,4541.58,sarLBoTPEh,2021-03-21 12:37:19
2586,6125,4548.82,QpFAUwoBvI,2020-02-10 09:16:05
2587,7346,7840.43,ivRYaPsRol,2022-08-16 14:42:41
2588,7995,5541.6,YaABrEQXDd,2021-10-07 03:52:13
2589,3554,1446.45,dJiveVrzbZ,2021-06-19 15:10:09
2590,5475,3328.15,ONTYlksWuz,2021-07-16 12:13:39
2591,2007,4415.11,srsONpeOMA,2023-06-25 19:22:24
2592,7753,2622.71,LkBtFCdiBI,2021-12-28 12:35:25
2593,3626,4232.54,sNTBmFvkVH,2021-11-27 23:38:49
2594,5969,4710.3,VUybKQveYV,2021-06-13 13:24:38
2595,1581,1722.55,ZWORCSgObX,2020-12-17 09:51:40
2596,5391,4871.22,gaMJYEqXYh,2021-02-20 21:50:52
2597,7674,5354.76,ozvuuqoFMW,2020-09-23 21:27:36
2598,5983,5931.12,NyUmkwViTW,2021-01-19 03:22:43
2599,1305,807.94,ILxMKAExdX,2023-02-28 14:04:51
2600,3585,2710.03,aGEpNQaMDY,2020-12-09 22:01:00
2601,1395,6692.89,zLpzzOaZBH,2022-07-02 08:49:07
2602,7870,2288.46,KWravzLfyb,2022-05-29 13:49:21
2603,4465,4924.82,inoGbjvItj,2020-04-04 00:18:44
2604,5156,4741.77,jwHFNmejPV,2020-04-21 03:03:10
2605,2301,2620.7,uqLgAzQdqr,2021-03-18 17:16:15
2606,8854,5300.56,PDfWMQoQuS,2020-03-09 13:17:27
2607,7960,6945.66,EbbJnGcjNt,2022-02-19 11:27:21
2608,2052,3751.36,IUCEAybnZs,2023-02-09 09:24:23
2609,6699,8507.65,PLDTUMfLUM,2023-04-04 09:28:49
2610,2712,7210.23,upeDSxNwzI,2023-02-25 09:37:55
2611,9115,7483.15,McUyCqeFWL,2022-06-11 07:47:48
2612,6664,4995.28,kCwjQzwnIY,2020-10-30 18:31:44
2613,2994,6911.93,hStFluHgXX,2020-03-03 19:44:27
2614,7583,3302.9,LcdhSNkaae,2021-08-26 10:38:24
2615,4285,6638.94,DQzOJTSyxo,2023-02-17 14:19:57
2616,6939,5650.66,TTrpLlRXIl,2022-05-05 23:23:41
2617,8358,2526.74,JDDMGskveG,2022-06-12 15:59:17
2618,5837,8588.63,BExYuSdsJe,2020-03-09 21:48:53
2619,7378,8398.01,UOeDuqvuCz,2021-10-16 04:05:31
2620,7537,8084.74,NxLBeWdagV,2022-04-04 06:52:35
2621,6033,5924.37,jUAvzaWnEd,2020-06-28 11:38:55
2622,4147,9152.31,ZFcJvRmHaa,2021-04-07 23:02:23
2623,6364,4397.67,FOFPptKpwn,2020-03-23 00:20:22
2624,7812,5690.67,CwcKpwQAMf,2021-04-28 16:37:20
2625,1089,3739.19,ydfMKGHgvL,2020-04-30 18:31:55
2626,7908,3643.02,IhMtfOeaFL,2020-10-31 13:38:37
2627,7703,761.82,sgElEsydId,2022-03-14 19:42:33
2628,8570,3500.96,OazadpmkxZ,2021-03-25 01:00:15
2629,5070,7004.41,kyHWsrzAMk,2023-02-06 22:14:56
2630,4706,3253.0,zuTDRTXnsg,2023-11-07 18:31:50
2631,5975,2153.75,XGbVCoTxef,2022-06-08 07:13:02
2632,9398,6636.5,vbEZQzkZEU,2022-02-01 15:01:34
2633,4496,3724.05,hwzaVGTSmP,2023-09-20 14:03:49
2634,8613,8657.95,HgBpwhGxKm,2020-08-08 03:39:26
2635,2165,6934.67,lOMpNUAfYZ,2022-04-06 07:14:35
2636,5634,5455.66,pgatEIikpc,2022-02-01 14:04:29
2637,3576,8097.51,zEXafIBumF,2023-07-09 09:07:58
2638,7578,2586.21,JCDRvhQFKU,2021-01-08 00:12:49
2639,4877,2353.4,fIuetAtNBr,2022-09-17 14:55:37
2640,5357,7766.11,dfqKGWcjDh,2020-12-28 11:39:25
2641,8771,6429.96,kjlAcDxtxy,2023-10-12 04:22:24
2642,6034,7336.02,uAtvdBtWIK,2020-08-20 12:54:40
2643,3296,8351.02,AJLUHeQjgr,2023-05-17 09:40:01
2644,1413,1294.23,VTVHPkUUPa,2020-11-21 14:19:18
2645,3245,6680.59,ngJmamYUFa,2020-02-17 13:53:03
2646,5124,4098.7,AjRJYRtpJB,2022-02-17 04:01:59
2647,3489,9255.83,zHLwwHFgvM,2022-08-02 23:52:01
2648,2582,6931.41,uufAkklkbY,2020-10-20 15:48:29
2649,6011,6221.61,nJJbNCFQOd,2020-11-25 11:36:08
2650,7244,3832.38,xABCkAIzPi,2021-09-19 14:31:01
2651,2444,4089.61,ujFsFAcbGh,2023-06-02 14:04:25
2652,8648,7598.21,DzMfjvmNFA,2023-11-05 01:44:58
2653,2571,1272.32,finOmOdtGH,2022-08-29 05:59:14
2654,6764,7808.74,VSHEHggiJp,2023-04-04 12:52:03
2655,6181,7904.44,eLkZLrMDeF,2020-01-16 11:33:10
2656,7634,6039.28,xBzScPpJPf,2020-08-04 05:44:53
2657,3391,4320.26,lrokzeoNtX,2023-06-25 09:45:23
2658,8290,5818.51,BBToazGeEX,2023-06-14 20:16:51
2659,4963,5757.96,vrYmyvkhFh,2020-03-28 22:32:22
2660,1990,4342.22,NwVPidBFrD,2021-12-27 09:17:13
2661,6362,3156.95,KfRzWEMipZ,2022-03-01 23:00:39
2662,6242,3792.99,sdqpKPcSfB,2020-06-16 20:08:36
2663,344,2378.72,HrcBdVzQse,2020-10-01 16:22:35
2664,6662,5879.94,SLxKHIIOcs,2021-01-16 07:22:47
2665,8313,7345.24,rwhVhTejvF,2020-08-23 03:28:17
2666,3962,6648.68,UspGagATCi,2023-03-09 17:59:50
2667,8823,6548.38,kbqGkxeRtT,2021-04-09 13:47:04
2668,688,5701.06,qsSMxPYOns,2020-11-12 17:01:09
2669,5978,3827.32,mVLwurjWiD,2020-09-21 23:52:11
2670,2346,4580.56,cdEjCPQLzG,2023-06-06 20:30:52
2671,4885,6443.18,LpjMOHrhyx,2021-03-05 08:50:30
2672,2777,7661.1,urEsIjFlOj,2020-09-09 16:41:35
2673,9260,808.62,gEgdvnHHYo,2020-04-18 06:31:54
2674,3146,5959.78,MSUUCcUfyc,2023-12-09 11:54:57
2675,4499,5811.99,PczNkUNubG,2020-04-25 08:17:51
2676,2973,2630.09,vVttMQqQbT,2022-07-21 08:10:17
2677,7729,7306.51,PjIKqoYnBd,2023-12-07 18:44:09
2678,1703,5606.66,uiIrpIwrLs,2023-02-24 23:58:44
2679,7563,3177.71,vFPSwpGiSy,2022-02-09 17:27:49
2680,2610,3675.14,QMRIPGKWPr,2023-05-12 08:47:57
2681,2899,9024.65,mySJMAJpEq,2021-05-25 10:18:19
2682,722,5945.89,xiYBBdrZtL,2022-12-29 10:09:15
2683,2107,4840.78,zbRNlPiNzJ,2021-12-15 13:44:25
2684,4212,5440.67,pJQhVXgDPC,2023-04-23 20:52:14
2685,3736,3887.64,EcXirVCehO,2020-10-25 19:46:07
2686,2012,5239.34,oALPsOFMym,2021-08-03 03:19:15
2687,9388,7691.24,OzPrKsGcrn,2023-06-12 09:38:39
2688,5825,2266.65,XiIYfhgEBv,2023-07-10 23:35:52
2689,4569,6541.41,MgftJQbqlp,2021-09-25 03:07:55
2690,7313,6878.51,cDBUdpUhAd,2022-08-19 07:05:55
2691,4709,5025.92,XprQIYYTjA,2022-12-28 22:45:38
2692,8169,6774.67,PwImTQvQGn,2023-07-10 00:14:03
2693,2173,7496.36,gSzdKlCxem,2022-06-25 02:40:50
2694,6539,6319.31,oxGZSBkOVd,2020-11-10 08:35:44
2695,5479,4506.96,aAcflPYCAq,2020-11-14 06:35:33
2696,6443,8372.47,yZCfpbXuqq,2023-03-24 12:32:59
2697,7512,767.87,kIjpWQCosB,2022-09-21 05:05:21
2698,7838,3453.2,lMaoDidEaO,2021-02-24 03:53:39
2699,590,2176.39,yiKUSdQmOA,2021-05-18 13:10:43
2700,5080,1531.9,pxKPsNPUAP,2023-02-01 21:12:02
2701,8040,4265.45,VbonvHloXF,2020-01-14 10:56:20
2702,3891,3869.14,JExDjzXZrL,2021-11-13 01:28:55
2703,4032,1792.74,HZZAHznduk,2020-04-16 19:30:50
2704,2443,1879.15,RlPbBTxTmk,2020-08-03 05:47:25
2705,1231,6515.57,bYtclIakdj,2023-06-20 16:14:17
2706,760,1663.15,MZxnIAHKhb,2021-07-24 07:22:16
2707,1362,2137.4,WfxDHFJSIs,2020-02-08 05:13:14
2708,5794,3971.67,ScPuiNMrWX,2021-11-07 00:45:42
2709,5052,8573.92,pjbGyfDRfA,2021-04-15 12:47:22
2710,6120,4216.96,SBHXuJIMoc,2021-05-22 01:57:43
2711,3617,7887.08,xrKAHDtOIo,2021-07-30 09:50:53
2712,1765,6472.98,UpvSahGYtv,2020-06-04 10:09:52
2713,5281,6406.14,EcdvEMqPkV,2020-01-22 03:50:32
2714,3128,6054.33,OibNgpVkNT,2023-12-25 20:45:44
2715,2491,4555.74,dTApABiJrd,2022-08-09 00:59:09
2716,8143,7818.41,TBIyJGsjbJ,2022-02-16 04:33:51
2717,3384,3833.4,GoLFmrCCQb,2022-07-30 17:03:08
2718,7662,2253.03,FxPsEQHhkW,2022-03-03 21:42:08
2719,7346,2279.5,bddvOobZvB,2021-12-16 17:01:58
2720,4935,2751.52,eahhaQJrEQ,2020-12-18 04:12:28
2721,7144,8493.23,OWYCUqCeAt,2021-10-29 01:08:40
2722,3708,7022.01,JAayFOWser,2022-12-02 02:50:28
2723,5293,8762.15,bBSxLpgSiC,2022-12-31 01:07:55
2724,4353,3763.62,mgbauQrEvp,2020-12-28 11:55:36
2725,4703,7480.21,qPdienlqoz,2020-04-25 04:29:11
2726,6252,1363.67,KegwjxSUug,2020-01-21 15:43:48
2727,7069,3881.59,ZlIVDOAtpN,2021-03-13 16:34:34
2728,6195,6486.82,TScbQcQEQn,2022-08-09 18:36:34
2729,9438,5558.52,dBlgmnXono,2023-05-09 06:07:44
2730,5325,6025.41,vFxMWshHEZ,2020-04-15 21:11:24
2731,8392,5914.49,UUBzpDuvry,2020-07-26 05:20:03
2732,3284,9133.93,CEYtyXzSqm,2023-08-09 16:21:06
2733,3894,8572.85,TczHNZwyfC,2023-03-10 10:17:00
2734,4650,349.35,GmppELvXhE,2020-11-07 17:12:23
2735,4914,5215.55,EadQUKgvBb,2020-02-12 03:23:33
2736,7302,2010.42,UzhFdHlfyE,2021-03-30 21:10:02
2737,5022,2570.66,fSBpNkaifN,2021-12-16 08:34:13
2738,4531,864.91,JvsamGmTAf,2021-08-21 15:53:09
2739,4409,5327.25,RJdqbEyqvP,2020-08-20 15:25:42
2740,6530,347.04,wAtdPstNse,2020-04-28 18:17:26
2741,4405,4243.95,QjHJtEAFAc,2020-02-23 10:39:42
2742,2158,1072.87,lxijPzLMtD,2020-12-22 04:23:43
2743,2989,9522.41,pMIZVMcgNh,2023-01-05 02:10:24
2744,9498,2983.01,BbPhMevidP,2023-11-30 05:52:55
2745,2180,6649.31,hUOVONWhVS,2020-10-06 22:09:02
2746,7494,2807.93,JDEmfNMZRc,2021-05-13 10:12:19
2747,1835,7557.36,RwJtnPqTNg,2020-12-17 17:33:20
2748,6210,2976.53,tnBEzkwjWh,2020-12-11 18:45:07
2749,4429,1356.81,gUuCaenFDr,2020-04-08 01:10:35
2750,3907,2212.0,fdYLerZTzf,2021-03-12 13:39:15
2751,3459,7647.01,unCeEQlQxL,2020-05-24 01:45:53
2752,2163,4506.63,nzuPxZVbvP,2021-12-07 17:22:51
2753,3637,5994.06,mqDulYEKXd,2021-08-25 14:51:35
2754,3972,5564.49,XvMXhCiJSP,2022-03-31 17:24:43
2755,5403,5786.84,deCUCRlJFx,2021-12-10 06:09:47
2756,6090,8484.05,hDDJHcibcN,2022-03-21 21:43:14
2757,9297,2389.61,GSiAtrISOE,2021-03-22 18:02:52
2758,3102,4558.39,JukAHiayLE,2020-07-04 13:21:18
2759,4370,1667.66,JjCNZwsOSk,2021-11-29 01:44:46
2760,3242,5944.7,IoSTkIvpIV,2021-09-12 00:36:56
2761,7931,5146.03,iSXXjtQaUq,2021-02-24 01:41:34
2762,3813,730.0,cqmeGFeYyi,2020-02-15 09:41:52
2763,7147,9690.53,cHlYkdATfQ,2022-05-29 03:30:23
2764,4648,7263.48,bAtqhErpyp,2021-02-02 13:31:16
2765,6586,7386.34,OEbJfhlwLY,2020-08-15 05:28:47
2766,4095,3469.41,gSgaKbwJCC,2023-12-10 09:51:29
2767,7229,5424.53,BTpPVKkYKV,2022-10-20 17:01:47
2768,5398,3121.76,IHHCkeYAJT,2020-12-28 21:51:17
2769,6248,4052.14,axtUzoyWEx,2022-07-31 21:29:07
2770,8421,978.69,uFrFcloTgf,2021-10-20 20:51:20
2771,3257,1708.1,kQcIprPxKm,2020-01-10 09:09:36
2772,5552,9099.7,jJOIDjvZIG,2021-09-03 19:11:36
2773,1901,3954.82,BIPQhfrfnZ,2020-02-25 22:05:59
2774,9394,3240.86,pgAawAHBmP,2020-11-19 09:08:55
2775,1569,6200.94,wkWVegAKIv,2021-11-29 23:19:42
2776,4720,3938.33,fWxWPjVjxm,2021-03-28 16:41:26
2777,8049,5694.68,pTMgopwLDK,2023-01-25 21:50:47
2778,8523,3962.15,WXNVfJVcoC,2021-03-09 06:09:33
2779,2601,5467.01,ncPGgvQRLW,2020-05-14 13:16:52
2780,777,2195.65,LsBEizBJPb,2023-10-07 03:39:03
2781,4449,5564.69,vneBXVrBvL,2022-10-06 12:23:21
2782,3234,834.91,rFdWARHHFP,2021-07-05 05:01:35
2783,3133,1535.25,HTERfFssFz,2023-02-11 08:15:13
2784,7315,675.39,HLmixAkPqw,2022-03-15 01:38:11
2785,3944,8583.61,UzRtySClzt,2023-01-22 14:24:28
2786,2062,805.44,uRepJmgZuE,2022-12-11 10:34:02
2787,4963,7637.25,QbqzUyuMiD,2022-05-06 06:49:17
2788,7225,3506.44,LENKPKoaGH,2022-07-14 11:44:41
2789,2824,8030.11,NFbUPqOjAb,2021-05-16 05:38:33
2790,8622,9351.02,UGdLvQnLpI,2021-11-26 08:42:51
2791,5749,5630.22,PtiOcfaPKT,2020-03-26 08:59:07
2792,6333,6044.15,FYOwbBPSgh,2022-02-04 17:59:23
2793,6070,8428.24,kZnWSCBSHm,2021-12-15 18:34:49
2794,2518,2575.36,RjVqWzXOap,2022-02-25 08:57:53
2795,6911,5803.31,evTDuFaoiy,2021-03-24 23:56:41
2796,8040,3760.97,qkoSbFUOAk,2023-05-25 00:07:06
2797,5826,6652.89,oVUHvKwCQx,2020-10-14 04:19:56
2798,5934,3535.01,xiHeAltXAU,2022-11-23 09:55:24
2799,2281,1482.02,AfDxqQYQax,2021-07-10 17:00:38
2800,6978,8133.99,GbQeZxHSde,2020-01-09 00:05:06
2801,4016,1042.72,OzxwNCmDIv,2021-07-18 19:59:07
2802,6130,4338.08,mTPDDMywNE,2021-06-30 11:42:09
2803,9140,1326.94,EpsoWaHIFT,2022-10-26 02:40:03
2804,9133,2168.5,SRwkOHmDyH,2022-01-14 14:05:45
2805,3315,619.9,AvaoWWYFJC,2020-01-10 21:30:22
2806,6594,2952.78,FLfEDKFuKc,2021-08-19 06:05:01
2807,5972,5742.72,JVvrAFBuNO,2023-09-08 17:55:59
2808,8078,6079.74,omVaRdDwDm,2023-07-11 19:39:19
2809,3233,7635.35,ghqulGkpUd,2022-08-13 04:49:57
2810,7725,5643.28,cQYXNhjBAa,2021-12-12 23:29:44
2811,4590,5972.61,MfaTxFdTOr,2022-11-05 11:41:05
2812,6445,8039.83,AzzEOFRMza,2022-03-20 04:34:56
2813,6738,6449.52,GzWhmLVQuU,2022-01-14 00:57:35
2814,6499,5067.73,kIsoGbtNOw,2022-09-10 05:11:21
2815,3619,2543.3,PyaIHIdkNK,2021-06-05 10:29:16
2816,1876,6743.24,WgeENmiqek,2023-06-08 10:18:48
2817,7298,4492.52,lNcenvxTxJ,2021-10-15 19:05:12
2818,9509,3820.29,ogDzoZalpE,2023-02-28 08:57:15
2819,8489,3257.84,WQXPpCSqEA,2022-04-22 02:24:43
2820,5393,8622.21,KgdLRAizMb,2022-12-22 00:22:46
2821,5707,6022.55,cszcKgZpET,2021-07-29 19:47:26
2822,5928,8096.02,FcMhPTKsmx,2021-03-22 04:53:58
2823,2076,7558.04,JYZwDRdZwA,2021-09-21 01:43:17
2824,7877,2052.12,MhsRgAZtvM,2021-08-07 01:44:09
2825,5169,1225.73,pvHYImezap,2020-09-20 14:07:30
2826,9118,7623.33,vuCIDFxkTh,2020-08-26 13:11:03
2827,6851,3955.5,ZJgZqaoAvI,2021-11-30 17:58:40
2828,4983,7066.73,CPIvsVwrqT,2021-11-22 02:40:00
2829,1355,6195.23,dzNHHfRnlR,2022-08-04 11:51:16
2830,7137,8376.56,YNlOotwJkJ,2020-04-17 13:27:26
2831,3988,3739.16,IJGsYZRpoj,2021-06-13 10:07:25
2832,5703,5007.14,VyyUpxgBws,2023-12-19 09:07:47
2833,6204,8352.65,HDrjThGjRg,2020-02-09 11:38:47
2834,4649,2513.86,HHXyqTeLzP,2020-05-24 18:04:11
2835,2527,5465.67,YIdWydVqoy,2022-02-09 16:03:33
2836,7811,5445.69,wJFLeuxiWV,2023-04-05 23:52:03
2837,7415,6560.74,CdgTUNlCZA,2021-08-03 13:06:34
2838,5964,1984.84,mgGSzVTuUr,2020-10-07 03:27:36
2839,8039,6452.79,CRVssjxpcR,2020-05-12 12:25:32
2840,1402,6065.53,vQwLrqdsZZ,2022-06-15 08:51:39
2841,2169,4455.69,hvXTGbqguQ,2020-09-09 21:11:51
2842,2881,1059.94,gEIkYLJEZY,2021-05-19 11:00:56
2843,5191,2430.43,llRiquhMYM,2022-12-30 08:49:40
2844,9489,8060.69,DcgVZFkajH,2020-05-17 20:54:41
2845,8578,5751.75,KJEzVINNUR,2021-10-26 03:01:05
2846,476,4867.17,jkteYwFkKw,2022-01-15 18:10:40
2847,6695,2590.24,JTmihVVvfh,2022-05-07 08:31:51
2848,929,3242.16,NJVqCPzsSr,2023-11-16 14:51:42
2849,1078,3279.12,dKiyJBNDWw,2023-01-27 23:42:34
2850,8063,525.34,EaVCKItGXT,2021-10-05 18:43:56
2851,2187,7428.23,sDpjDqRasw,2022-10-19 07:42:06
2852,2833,2411.05,qjORpvwOte,2023-12-11 11:34:24
2853,1979,6121.25,nAmVTXtLit,2020-04-28 10:12:09
2854,2270,6587.94,MDufLxQWun,2020-11-04 03:56:51
2855,1881,7732.11,DGseftfBFr,2021-03-15 04:35:00
2856,3697,6458.96,rkfcJrWWrU,2021-02-02 10:36:54
2857,4211,4709.27,ocYedoEgSc,2022-08-22 12:45:14
2858,5254,2266.67,PdmEYElPKm,2020-07-01 15:52:48
2859,5674,5269.06,XWCYbaMTwv,2022-06-07 06:32:09
2860,3504,5237.82,yyWAIVrXWa,2021-07-19 04:40:54
2861,6257,4383.83,NDUmxXfLjo,2023-08-08 04:58:46
2862,5418,5589.44,HRWxKuWBeP,2022-12-17 22:12:00
2863,1521,1578.76,KFiQrgjFit,2021-03-30 15:51:47
2864,6785,2129.99,WUcmUaRihb,2021-07-04 00:55:24
2865,5166,5847.9,DDLPVaGsZY,2023-07-04 10:25:08
2866,8960,4930.3,ddafxrJMxy,2022-08-17 01:23:19
2867,8458,3261.49,wjxgvSjtZi,2021-09-02 09:35:53
2868,7845,6513.62,aejtdPXLWA,2023-09-28 19:30:03
2869,1958,4934.71,BEVTNphNiU,2022-09-03 18:09:03
2870,3576,4625.73,ZLhkkbZrcs,2020-07-05 22:30:24
2871,4788,2383.65,XzUxGlgoPo,2021-06-11 01:13:08
2872,1125,6033.19,eWZNlnyhaU,2020-05-16 19:41:09
2873,7463,3593.04,jZuOoDjekX,2023-01-29 08:27:25
2874,4711,2554.69,WqyUPNYprI,2023-11-12 01:25:28
2875,3151,4433.82,CqiTaRciMV,2023-08-12 11:41:43
2876,3343,6383.1,ROyyzDyGwl,2023-11-12 18:47:06
2877,4640,3150.16,UdVDpfBxmz,2021-01-30 08:40:52
2878,2161,6695.73,VRkhwaGLbj,2023-04-28 18:15:23
2879,5636,6740.8,CsGMgsuEgd,2023-12-15 10:40:52
2880,6894,4136.38,vpkqxwNPpf,2023-04-25 16:15:25
2881,1933,4937.47,INDTFHEung,2021-12-09 14:34:40
2882,5984,6954.61,OZjNZtAkbP,2021-04-04 03:19:00
2883,4340,2382.06,CXiETFOCwJ,2021-09-02 06:48:49
2884,6795,7657.47,JnzRbIhTyP,2022-06-01 21:25:23
2885,7648,3924.52,xqUOvsWxnv,2021-11-08 22:00:23
2886,6866,2066.69,bibyHIYEFF,2022-11-15 03:30:07
2887,3779,4496.72,jTxQysECqC,2022-06-24 12:59:34
2888,9897,6220.16,WLUzxkWHNx,2022-08-27 20:44:34
2889,1094,7399.51,pnIxjBrjBn,2022-11-27 20:47:08
2890,2414,2771.2,dWaGIfOfwd,2020-02-13 14:41:36
2891,7200,5665.95,OogBINyuZI,2021-01-15 08:09:26
2892,1757,5312.53,DBrwAZAJkg,2020-05-18 02:39:54
2893,3743,7988.0,QDJqTatkUj,2023-01-06 21:28:19
2894,5641,8939.35,KNoXVnSbfY,2021-05-08 10:30:43
2895,7512,4066.52,ikEaeMUliA,2022-09-20 00:20:46
